candidato_apellido,candidato_nombre,candidato_partido,pregunta_orden,pregunta_texto_ref,valor,justificacion,fuente_url
Zavala Valenzuela,Jorge,Demócratas Chile,8,Chile debe mantenerse dentro del Tratado Interamericano de A,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zavala Valenzuela,Jorge,Demócratas Chile,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zavala Valenzuela,Jorge,Demócratas Chile,11,"El Senado debe aprobar el fin del sistema de isapres, migran",3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zavala Valenzuela,Jorge,Demócratas Chile,12,El Senado debe aprobar el proyecto de eutanasia activa volun,1,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zavala Valenzuela,Jorge,Demócratas Chile,13,El Senado debe declarar por ley las zonas de sacrificio como,3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zavala Valenzuela,Jorge,Demócratas Chile,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zavala Valenzuela,Jorge,Demócratas Chile,15,El Senado debe incluir escanos reservados permanentes para r,2,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=1, candidato=2 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,1,"El Senado debe mantenerse como camara revisora del Congreso,",5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,2,El Senado debe endurecer el proceso de aprobacion de nombram,3,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,3,El Senado debe aprobar por ley una limitacion a dos periodos,2,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=3, candidato=2 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,4,Chile debe restaurar el quorum de dos tercios para reformas ,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,6,El Senado debe promover el retiro de Chile del Tratado Integ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,7,El Senado debe aprobar el reconocimiento formal del Estado d,3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,9,El Senado debe aprobar la reforma previsional aumentando el ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,11,"El Senado debe aprobar el fin del sistema de isapres, migran",3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,12,El Senado debe aprobar el proyecto de eutanasia activa volun,1,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,13,El Senado debe declarar por ley las zonas de sacrificio como,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Zapata Velasquez,Sandra,Independiente Renovación Nacional,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=5, candidato=4 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,1,"El Senado debe mantenerse como camara revisora del Congreso,",4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=5, candidato=4 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,2,El Senado debe endurecer el proceso de aprobacion de nombram,4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=3, candidato=4 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,3,El Senado debe aprobar por ley una limitacion a dos periodos,2,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=3, candidato=2 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,4,Chile debe restaurar el quorum de dos tercios para reformas ,4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=5, candidato=4 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,1,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,6,El Senado debe promover el retiro de Chile del Tratado Integ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,7,El Senado debe aprobar el reconocimiento formal del Estado d,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,8,Chile debe mantenerse dentro del Tratado Interamericano de A,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,9,El Senado debe aprobar la reforma previsional aumentando el ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,11,"El Senado debe aprobar el fin del sistema de isapres, migran",1,[INFERIDO POR PARTIDO: Unión Demócrata Independiente] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,12,El Senado debe aprobar el proyecto de eutanasia activa volun,2,"[INFERIDO POR PARTIDO: Unión Demócrata Independiente] Base coalicion=1, candidato=2 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,13,El Senado debe declarar por ley las zonas de sacrificio como,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Leal Bizama,Henry,Unión Demócrata Independiente,15,El Senado debe incluir escanos reservados permanentes para r,1,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,1,"El Senado debe mantenerse como camara revisora del Congreso,",5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,2,El Senado debe endurecer el proceso de aprobacion de nombram,3,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,3,El Senado debe aprobar por ley una limitacion a dos periodos,4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=3, candidato=4 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,4,Chile debe restaurar el quorum de dos tercios para reformas ,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,6,El Senado debe promover el retiro de Chile del Tratado Integ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,7,El Senado debe aprobar el reconocimiento formal del Estado d,3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,8,Chile debe mantenerse dentro del Tratado Interamericano de A,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,9,El Senado debe aprobar la reforma previsional aumentando el ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,12,El Senado debe aprobar el proyecto de eutanasia activa volun,1,[INFERIDO POR PARTIDO: Independiente Unión Demócrata Independiente] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,13,El Senado debe declarar por ley las zonas de sacrificio como,1,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Luchsinger Mackay,Jorge Andres,Independiente Unión Demócrata Independiente,15,El Senado debe incluir escanos reservados permanentes para r,1,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,1,"El Senado debe mantenerse como camara revisora del Congreso,",5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,2,El Senado debe endurecer el proceso de aprobacion de nombram,3,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,3,El Senado debe aprobar por ley una limitacion a dos periodos,4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=3, candidato=4 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,4,Chile debe restaurar el quorum de dos tercios para reformas ,4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=5, candidato=4 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,6,El Senado debe promover el retiro de Chile del Tratado Integ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,8,Chile debe mantenerse dentro del Tratado Interamericano de A,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,9,El Senado debe aprobar la reforma previsional aumentando el ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,11,"El Senado debe aprobar el fin del sistema de isapres, migran",3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,12,El Senado debe aprobar el proyecto de eutanasia activa volun,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,13,El Senado debe declarar por ley las zonas de sacrificio como,3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Longton Herrera,Andres,Renovación Nacional,15,El Senado debe incluir escanos reservados permanentes para r,2,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=1, candidato=2 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,1,"El Senado debe mantenerse como camara revisora del Congreso,",4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=5, candidato=4 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,2,El Senado debe endurecer el proceso de aprobacion de nombram,3,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,3,El Senado debe aprobar por ley una limitacion a dos periodos,4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=3, candidato=4 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,4,Chile debe restaurar el quorum de dos tercios para reformas ,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,5,El Senado debe reducirse de 50 a 43 escanos para racionaliza,3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,6,El Senado debe promover el retiro de Chile del Tratado Integ,1,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,7,El Senado debe aprobar el reconocimiento formal del Estado d,1,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,9,El Senado debe aprobar la reforma previsional aumentando el ,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,10,"El royalty minero al cobre debe aumentarse por sobre el 4,7%",3,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=3 (RUIDO +1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,11,"El Senado debe aprobar el fin del sistema de isapres, migran",2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,12,El Senado debe aprobar el proyecto de eutanasia activa volun,1,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=2, candidato=1 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,13,El Senado debe declarar por ley las zonas de sacrificio como,2,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,14,El Senado debe aprobar la modernizacion de la Ley Antiterror,4,"[INFERIDO POR LISTA: J. Chile Grande y Unido] Base coalicion=5, candidato=4 (RUIDO -1 deterministico). Refleja variacion intra-partido no verificada. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.",https://es.wikipedia.org/wiki/Chile_Vamos
Elgueta Fernandez,Carola,Independiente Demócratas Chile,15,El Senado debe incluir escanos reservados permanentes para r,1,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Flores Oporto,Camila,Renovación Nacional,2,El Senado debe endurecer el proceso de aprobacion de nombram,3,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Flores Oporto,Camila,Renovación Nacional,3,El Senado debe aprobar por ley una limitacion a dos periodos,3,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
Flores Oporto,Camila,Renovación Nacional,4,Chile debe restaurar el quorum de dos tercios para reformas ,5,[INFERIDO POR LISTA: J. Chile Grande y Unido] Postura tomada del vector base de la coalicion sin desviacion. Data sintetica. NO es declaracion personal del candidato. Ver dataset/README.md.,https://es.wikipedia.org/wiki/Chile_Vamos
